sample,study,group,cancer_abbr,tissue,sample_type,CDCP1,MET,EPHA2,ERBB2,EGFR,TFRC,ACKR3,IGF2R,LDLR,SORT1,LRP1,ASGR1
TCGA-UT-A88E-01,TCGA,other,,Lining of body cavities,Primary Tumor,4.4161,5.4094,4.9986,5.9734,5.6893,5.6005,5.1094,4.9146,4.6461,4.8145,6.8347,0.7824
TARGET-20-PATDNN-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.1506,0.0,0.0,0.5261,0.0,2.0738,1.3673,2.541,3.3659,4.5873,3.5008,2.7463
TCGA-39-5021-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.342,4.2637,4.2134,4.4659,3.0943,9.7188,5.0004,4.2517,4.1851,4.7788,5.135,2.1375
TCGA-GS-A9TZ-01,TCGA,Tumor_TCGA,DLBC,Lymphatic tissue,Primary Tumor,1.2449,0.6323,1.0566,1.269,1.4594,6.2675,2.0461,6.0349,2.9222,3.3477,4.6293,1.844
TCGA-CN-6010-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,5.6068,5.4748,5.0845,5.5562,5.6602,8.721,8.6501,6.2746,5.8179,3.3603,5.4653,1.2809
TCGA-34-5929-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.4209,4.5367,5.5413,6.1559,5.1831,9.0199,8.1159,5.263,6.3409,4.2165,6.3255,1.4803
TCGA-AC-A7VB-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,0.2141,0.7485,1.6323,8.9583,0.7485,5.1847,5.0413,4.669,2.5084,5.1272,4.1788,0.6781
GTEX-V955-2026-SM-3GAFA,GTEX,Normal_GTEx,,Breast,Normal Tissue,0.757,3.342,3.6358,3.5945,4.7317,4.3667,4.62,4.8986,2.9524,6.0477,8.3095,1.3104
TCGA-DD-AAEK-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.4542,4.6904,2.757,4.8364,3.3785,3.6381,3.6427,4.1867,5.7363,3.2794,7.2504,8.6001
TCGA-EJ-A7NM-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.6206,1.6276,1.5898,6.4668,3.8904,3.3477,1.669,4.4115,2.2388,3.3951,5.2315,1.9964
TCGA-VP-A87E-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,1.903,2.0976,2.1473,6.387,3.2327,4.6775,3.7918,5.093,6.7372,4.1875,5.1619,0.6323
GTEX-XV7Q-2126-SM-4BRVX,GTEX,Normal_GTEx,,Colon,Normal Tissue,3.9345,2.1985,2.903,5.4663,2.3391,4.3561,3.5185,3.63,4.3541,3.617,6.0869,0.687
TCGA-BP-5173-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,3.5173,5.5176,3.269,5.2544,6.524,3.3463,6.2104,4.9959,2.278,4.2219,4.4906,0.6599
TCGA-E9-A5UO-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.3169,0.4329,2.4931,7.8068,0.516,4.7328,4.8595,4.2616,5.7724,5.7013,4.677,0.5059
GTEX-ZE7O-0126-SM-57WC1,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.742,2.858,5.3998,6.5286,5.5062,4.2095,5.858,4.1875,5.1985,4.067,6.8085,2.3305
TCGA-BH-A0E7-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.6398,0.5059,2.7761,7.4197,0.7655,6.7801,5.6435,5.7148,3.3089,5.857,5.1035,0.275
GTEX-13PVQ-1526-SM-5IFEQ,GTEX,Normal_GTEx,,Liver,Normal Tissue,0.6041,3.4033,5.1172,3.4995,4.2637,5.3603,3.1177,3.6276,6.8699,0.4854,4.1351,8.5042
TCGA-52-7809-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,2.9107,4.6358,4.4349,4.8895,4.2434,7.9824,6.3707,5.0976,4.7918,4.5522,5.8347,2.2691
GTEX-R53T-1026-SM-48FCO,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,1.0286,1.6276,2.9964,5.3611,4.7219,4.4719,5.7235,4.588,4.3889,4.7939,7.2488,1.516
TCGA-43-6773-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.0883,3.8679,3.4436,4.0374,3.4209,6.9709,6.3042,4.9107,4.4712,3.0617,5.8924,1.0635
TCGA-DX-A6B8-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,1.6508,4.0976,4.7252,1.3562,4.549,6.7997,5.168,5.0717,1.6553,3.5704,7.8553,1.4854
TCGA-WE-A8ZQ-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,1.3448,5.7228,3.1779,4.5211,3.7203,4.5589,4.6674,4.9112,1.856,5.2917,5.8502,1.8758
GTEX-ZYT6-1626-SM-5E45R,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0566,2.131,1.144,2.9891,1.4854,3.857,3.0391,4.1586,0.5753,3.9241,3.1969,0.1506
TCGA-CV-7238-11,TCGA,Normal_TCGA,HNSC,Head and Neck region,Solid Tissue Normal,4.2691,2.8816,4.9141,5.5945,4.211,3.854,3.8359,4.1699,4.5904,4.7082,4.4725,0.3674
TARGET-51-PAJLWU-01,TARGET,other,,Kidney,Primary Solid Tumor,0.111,0.7485,0.7655,2.2357,5.1293,3.2141,2.5533,4.1433,1.5509,2.3104,4.2288,0.1506
TARGET-10-PAPVTA-09,TARGET,other,,White blood cell,Primary Blood Derived Cancer - Bone Marrow,0.2265,0.0,0.8797,1.8197,0.0,5.511,3.2311,2.0669,7.3275,0.864,0.757,1.2928
GTEX-1122O-0326-SM-5H124,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.4436,0.2265,2.342,2.5849,3.1795,5.2441,1.3045,4.4873,5.849,3.6496,5.2791,1.0497
GTEX-ZXG5-1626-SM-59HJK,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.8074,3.4893,4.8654,3.5059,4.3045,3.798,5.4884,4.6023,3.9635,3.7887,7.2266,1.516
TCGA-44-6776-11,TCGA,Normal_TCGA,LUAD,Lung,Solid Tissue Normal,3.1343,5.31,5.5323,5.8133,4.9179,5.9463,3.6837,5.096,7.313,5.7679,5.9138,1.8074
GTEX-13VXU-0011-R3b-SM-5O9CU,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.2141,0.7225,0.7485,1.8758,1.6736,3.9901,2.0531,2.0976,2.7203,5.2134,5.5909,3.8875
GTEX-11I78-2226-SM-5PNYA,GTEX,Normal_GTEx,,Breast,Normal Tissue,1.0286,2.1277,3.7592,4.8319,4.5466,3.8399,5.4822,4.0832,3.4019,5.033,7.8296,1.2388
TCGA-CC-A8HT-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.7225,3.9126,3.025,2.0669,3.2311,4.6865,2.281,4.7404,3.0444,3.2265,6.206,7.0607
TCGA-06-0129-01,TCGA,Tumor_TCGA,GBM,Brain,Primary Tumor,1.9411,0.4542,1.0286,4.0678,7.2404,4.1977,5.8364,4.4693,2.5993,5.7115,6.5303,3.8227
TCGA-WP-A9GB-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,2.903,0.5059,2.4906,5.5928,4.0,4.4686,3.1077,5.7856,6.0072,4.7996,6.5123,2.98
GTEX-11ZUS-0526-SM-59884,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.2141,2.4957,3.4181,4.8644,3.795,3.5285,6.1584,3.4397,4.9449,4.9832,7.6399,1.6871
GTEX-11P81-1426-SM-5P9JN,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.3561,2.0772,2.5084,4.5825,3.7866,2.5509,5.0139,4.8156,2.3978,4.1962,7.1843,0.903
TCGA-EJ-7789-11,TCGA,Normal_TCGA,PRAD,Prostate,Solid Tissue Normal,3.6496,3.2234,3.4555,6.7006,4.4608,3.5981,4.5354,4.5916,5.6153,4.3847,3.9421,0.4751
GTEX-WEY5-1426-SM-4LMJ3,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.4854,1.0773,2.8659,3.8924,3.7793,5.0237,5.4864,4.3547,5.4083,4.1127,6.2963,1.2079
TCGA-AJ-A3I9-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,3.1043,3.3147,1.8836,4.5576,2.2449,6.3518,2.1985,3.5021,2.4646,4.9293,3.6668,0.111
GTEX-W5WG-2426-SM-4LMI6,GTEX,Normal_GTEx,,Colon,Normal Tissue,3.9137,2.189,3.7016,5.9346,3.2265,5.1571,3.2311,3.8953,5.1815,4.0832,5.6352,0.585
TCGA-VR-A8EQ-01,TCGA,Tumor_TCGA,ESCA,Esophagus,Primary Tumor,6.14,5.1771,4.9184,6.9388,4.2668,6.9724,4.5305,4.8778,6.8334,4.2242,5.898,1.0
TCGA-DM-A1HB-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.9083,3.8934,5.925,5.6724,1.9782,7.6083,2.4699,3.6053,6.2075,3.4621,5.5357,2.8258
GTEX-Y3IK-2826-SM-4WWDW,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.3334,1.856,3.5789,6.1215,3.9335,3.855,6.3036,4.3334,1.8758,6.3466,8.1068,0.7312
GTEX-11ZTT-1726-SM-5EQL4,GTEX,Normal_GTEx,,Uterus,Normal Tissue,2.3951,2.4141,3.1906,4.9621,3.845,4.144,3.3205,4.6662,4.7881,4.0072,7.4753,1.4276
TCGA-DA-A1I2-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,1.8992,6.5885,2.1408,4.0798,0.4222,4.8475,3.3827,5.6017,4.2555,6.3822,5.5289,1.0566
GTEX-XBEC-1026-SM-4QASM,GTEX,Normal_GTEx,,Lung,Normal Tissue,2.546,1.3448,3.9203,5.8405,3.5422,5.6026,4.9909,4.4731,5.0356,5.3688,7.8585,3.281
GTEX-11EQ9-0008-SM-5Q5DK,GTEX,Normal_GTEx,,Skin,Cell Line,0.926,1.3896,1.251,3.3391,3.3827,4.9695,3.9644,4.0063,5.8066,3.6264,7.2079,0.4751
GTEX-139YR-0526-SM-5L3DG,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.3785,1.1699,3.0772,4.7087,1.9524,3.6837,4.8319,3.384,3.4074,4.3263,5.8006,0.4114
TARGET-30-PARFWB-01,TARGET,other,,SympatheticÊNervous System,Primary Solid Tumor,0.5361,0.4329,1.7528,3.854,0.7225,5.3656,3.9755,3.9364,3.1811,4.0277,5.7455,3.2555
GTEX-111YS-0006-SM-5NQBE,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0286,0.0144,0.0286,0.7312,0.0286,0.9782,0.848,4.4175,1.3448,4.3547,3.7824,3.8866
TCGA-BH-A0EE-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.86,2.6759,2.5874,8.8938,3.0892,5.3889,1.8319,4.2265,5.2964,4.736,2.2203,0.0704
GTEX-TML8-0926-SM-4DXSJ,GTEX,Normal_GTEx,,Ovary,Normal Tissue,0.8399,0.7399,2.9946,5.1647,3.9864,6.9514,3.9108,5.0294,6.4014,1.9964,8.0369,1.4647
TCGA-B4-5832-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,2.5335,7.3596,0.6508,2.0,5.3709,5.0536,4.6932,3.9828,0.864,4.6752,3.3118,0.4329
GTEX-ZQG8-0008-SM-4YCE7,GTEX,Normal_GTEx,,Skin,Cell Line,1.7782,2.9891,2.8738,4.9574,5.0691,6.6922,3.5122,5.1914,5.3452,5.0259,7.5351,0.4751
TCGA-AF-2689-11,TCGA,Normal_TCGA,READ,Rectum,Solid Tissue Normal,4.3985,3.211,5.4162,6.2261,3.8339,6.6126,4.8011,4.9681,4.8748,4.7121,5.8125,1.0704
TCGA-DJ-A1QQ-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,4.7388,7.8245,5.4005,7.4308,6.1268,3.2794,5.1293,5.8899,4.867,4.9736,5.3537,1.7049
TCGA-CG-4469-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,4.5601,6.0225,4.6577,6.0464,4.0461,6.1451,3.6123,3.6588,4.9467,4.5027,4.6034,0.4957
TCGA-E7-A519-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,2.6252,2.5825,4.204,5.9882,0.6781,2.1277,2.3702,1.844,0.5558,3.7559,4.391,1.1177
TCGA-X6-A7W8-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,2.4195,1.9672,1.9891,3.5656,2.6299,4.3103,3.9882,4.4416,2.9891,3.7761,6.7145,1.5898
TCGA-DU-5852-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,1.4854,0.8399,2.9524,4.1424,10.3743,5.7214,5.0819,3.8758,2.1858,5.8199,8.0683,2.854
TCGA-DJ-A3VG-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,2.4223,4.2134,4.0514,6.0869,3.4074,2.2048,4.5354,3.837,1.9928,4.775,3.9982,2.144
GTEX-12ZZX-1226-SM-5EGHS,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,2.669,2.9782,3.4128,6.0523,4.0418,3.862,5.4373,3.9069,1.4854,4.017,6.8156,1.8836
TCGA-AQ-A54N-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,2.4777,0.9928,2.06,4.8319,2.1408,2.189,1.1891,2.275,1.0286,3.6253,4.3298,1.8758
TCGA-97-A4M7-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.2824,2.8012,4.6531,6.0433,5.5071,5.098,3.0072,4.7907,4.6725,4.7181,6.2892,2.8012
TCGA-6A-AB49-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.0985,4.6438,5.0422,7.2638,4.5668,4.1969,5.0382,3.3016,5.1272,4.2502,5.3889,3.144
TCGA-AB-2817-03,TCGA,Tumor_TCGA,LAML,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,0.6323,0.275,1.5993,2.6159,0.1243,6.0133,2.5777,5.0955,6.09,3.7495,5.3782,2.9279
TARGET-30-PALVKK-01,TARGET,other,,SympatheticÊNervous System,Primary Solid Tumor,0.687,1.8399,4.359,4.4861,1.7991,4.8419,5.1172,4.2312,4.8555,4.5681,6.6914,2.7949
TCGA-5P-A9JU-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,2.7485,6.3016,4.8619,4.7388,4.1707,3.0036,3.4436,2.8237,0.7485,1.3729,3.9891,0.4222
TCGA-YT-A95G-01,TCGA,Tumor_TCGA,THYM,Thymus,Primary Tumor,0.4751,1.4699,2.322,3.4957,5.4067,3.8135,3.1194,5.729,1.4647,4.1827,4.1416,0.6416
TCGA-CZ-5457-11,TCGA,Normal_TCGA,KIRC,Kidney,Solid Tissue Normal,3.2898,5.0574,3.7538,7.3517,4.2357,3.4828,3.6404,5.1302,3.3646,6.4601,4.3356,1.0
TCGA-BH-A1FE-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.3483,3.521,2.101,7.0834,3.4995,6.6513,4.2126,4.9918,5.7192,5.3302,5.8187,0.3896
GTEX-Q2AH-0326-SM-48U1K,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.521,2.696,3.7071,4.8778,3.5583,5.2407,5.6284,4.7317,5.2281,5.5373,8.4504,2.541
GTEX-Y3IK-1126-SM-51MSV,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.4731,1.1506,6.0424,5.7618,3.9203,4.3737,3.2357,3.3089,5.4575,4.6369,4.9611,1.0841
GTEX-11NUK-2626-SM-5A5MB,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.9411,0.2016,1.511,3.925,2.0807,3.5981,4.0233,3.1194,2.7312,4.9546,4.204,5.8166
TCGA-CN-4728-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.6559,3.7549,5.3502,5.004,5.0273,5.9196,6.8845,5.4145,5.2342,4.4918,7.2243,1.7907
TCGA-37-3783-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,2.757,3.3118,4.9458,3.4289,3.5496,7.9074,5.9957,3.1571,5.1894,2.1243,3.5729,0.8156
TCGA-AC-A2FB-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.7506,3.7388,3.0496,10.2464,3.1683,5.9184,3.5921,4.6719,3.9542,5.1493,5.2544,0.8237
GTEX-OHPM-2626-SM-5SI7I,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,3.4101,3.9709,3.5957,6.7952,4.549,3.9736,5.9146,4.6976,3.3463,5.2426,5.6262,3.3162
GTEX-ZP4G-2326-SM-57WEM,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.2869,2.8258,2.7549,3.126,4.9378,4.1962,6.1783,4.2295,2.5185,5.4413,7.8659,1.541
GTEX-1445S-0626-SM-5LU3C,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.1506,2.8992,1.5849,3.8797,4.0081,3.126,4.2965,5.8299,2.0072,5.2498,4.1691,0.2265
TCGA-EJ-7312-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.5008,1.4699,1.6229,6.8029,3.0772,2.943,1.5656,4.8589,2.4982,3.373,4.3688,3.2016
TCGA-P8-A5KC-11,TCGA,Normal_TCGA,PCPG,Paraganglia,Solid Tissue Normal,0.2016,0.189,3.7366,1.5849,2.6577,4.6041,2.2927,3.7623,6.4688,2.568,4.8192,0.6508
GTEX-RU72-0326-SM-2TF5T,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.1506,1.8115,3.3132,5.3398,2.7247,5.168,3.9791,4.462,2.3868,4.4887,6.1663,0.5261
TCGA-C8-A12L-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,5.2114,4.0126,3.9523,8.4329,6.0197,8.0183,2.8875,5.037,6.1131,5.6758,5.4992,1.0286
GTEX-ZYWO-0226-SM-5GZX3,GTEX,Normal_GTEx,,Spleen,Normal Tissue,1.4489,1.4115,3.0304,3.3964,2.541,3.957,6.5135,4.8565,3.5059,3.5704,6.8465,2.7247
TCGA-C8-A1HN-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,1.6599,0.687,1.9672,7.5053,0.6041,5.5855,4.0575,3.8186,3.8758,4.1449,5.1703,0.5753
GTEX-ZAB5-0926-SM-5CVMV,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.5472,2.7655,6.8247,6.0337,4.2616,5.6713,4.2847,3.852,5.3664,4.327,5.5861,0.9107
TCGA-55-7815-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.0215,0.5558,1.7005,5.7602,2.9049,5.7695,3.2794,5.7269,5.4597,5.6221,4.691,0.7485
GTEX-14753-0926-SM-5Q5BI,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,2.8115,3.7602,3.9745,6.4878,4.7181,4.2795,5.6923,4.1473,3.849,5.0926,7.0638,2.7613
GTEX-12BJ1-0006-SM-5SIB5,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0976,0.0,0.0566,0.7485,0.0566,1.531,0.4854,5.3299,1.0356,5.6822,3.0653,3.4397
TCGA-FP-7735-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,3.5921,3.7213,4.8223,8.9035,3.2765,4.3778,3.3477,4.1835,4.3555,4.8283,5.437,4.8802
TCGA-AN-A04D-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.5447,0.5656,1.4222,5.9222,2.511,4.8084,2.4115,3.4528,3.7431,4.8773,4.204,0.5946
GTEX-14ABY-0726-SM-5Q5DF,GTEX,Normal_GTEx,,Prostate,Normal Tissue,2.0356,2.5059,3.0993,5.5423,3.9108,3.4276,3.844,3.2172,3.9946,3.332,6.648,2.17
GTEX-POMQ-2326-SM-5S2VS,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.4436,3.0514,4.3096,3.5546,3.3219,4.6077,5.7581,4.5173,4.8866,4.5248,7.4933,2.4329
GTEX-13OVJ-1826-SM-5KM2D,GTEX,Normal_GTEx,,Colon,Normal Tissue,0.6599,1.6276,2.7203,5.0887,3.6053,3.9654,6.2449,4.1424,3.9001,4.4242,8.1311,1.5008
TCGA-VQ-AA6G-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,6.6507,6.0371,7.2845,12.3994,4.5687,6.6374,4.0383,5.6088,8.4711,5.4266,5.7897,0.4854
TARGET-50-PAKNAL-01,TARGET,other,,Kidney,Primary Solid Tumor,0.774,4.8792,3.2586,6.0018,3.4581,4.649,4.5317,3.5669,3.3646,3.6982,5.7562,1.5753
TCGA-78-7539-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,4.4182,4.2517,2.9982,6.4017,4.8435,4.0357,0.8718,6.3438,4.2419,4.9054,5.5404,2.3757
GTEX-PLZ5-0006-SM-2S1NZ,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.111,0.0286,0.0426,1.0072,0.1506,3.0772,0.9635,4.4416,2.86,4.5053,3.4476,2.3923
GTEX-RU1J-1326-SM-46MUL,GTEX,Normal_GTEx,,Colon,Normal Tissue,2.6323,1.6508,2.7463,5.2087,3.4142,4.7591,3.4919,4.6904,4.2016,4.3118,6.1705,1.1375
TCGA-J2-8192-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,4.5747,5.7329,4.2578,6.7835,6.0414,5.9667,4.6282,5.2902,5.0201,5.0639,6.682,1.8679
TCGA-DX-A6YS-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,0.2987,1.926,3.3075,5.3161,3.3964,3.686,5.2799,7.6378,2.3016,2.0461,8.6633,0.757
TCGA-HC-A48F-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,2.3016,1.3045,0.8156,6.9217,3.3519,3.0391,2.3334,5.0095,4.4693,4.3819,5.6676,0.6135
TCGA-HB-A43Z-01,TCGA,Tumor_TCGA,SARC,"Soft tissue,Bone",Primary Tumor,0.2987,1.5509,1.5704,4.8743,3.7845,6.4608,4.6141,5.1509,4.5242,6.5724,5.947,2.8855
GTEX-OXRO-0011-R9A-SM-5S2W3,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.1243,0.7908,1.9336,1.9298,1.1043,1.9782,2.1827,2.696,3.3827,6.1663,3.796,0.2016
TCGA-VS-A9UJ-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,5.5753,3.9079,5.1687,7.496,3.8238,7.128,2.5558,5.5768,6.2258,5.2342,4.8058,0.7824
TCGA-GF-A2C7-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,1.3448,6.8518,4.0514,4.7021,2.1571,6.1324,2.757,6.7949,2.6848,6.9237,5.366,0.4957
TCGA-EE-A2ML-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,0.7225,5.2384,1.5361,5.5487,0.3785,6.259,1.511,7.5759,2.084,7.7552,6.6343,0.2388
TCGA-86-7713-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,1.6871,5.9951,4.5987,8.0636,5.4363,5.1412,2.26,4.3008,4.14,5.0703,4.497,0.8399
GTEX-13111-1526-SM-5EGJX,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.8797,0.4647,1.8797,4.2698,2.1954,4.0678,4.3133,3.5704,2.774,5.4353,5.3823,5.6499
GTEX-P4PP-3026-SM-3P61O,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.3896,2.9049,4.2928,4.8253,4.017,4.9174,6.457,4.3096,4.3632,5.0605,7.8194,1.3841
GTEX-13X6J-0011-R3b-SM-5P9K5,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.111,0.6323,1.0497,2.7527,2.4436,4.1811,2.856,2.2898,2.0976,5.1752,6.0228,3.7517
TCGA-D7-A4YV-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,5.1918,4.6346,5.0687,6.111,3.9523,5.9215,2.5993,5.5683,4.3576,5.5192,5.546,0.4751
GTEX-PLZ4-1626-SM-3P618,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,5.0639,1.0215,7.1414,7.2382,4.6421,5.6955,2.7398,4.3978,5.1969,4.7148,6.6915,1.9107
TCGA-CV-5436-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,5.0874,5.3603,5.7861,4.1898,5.4591,5.9962,6.9069,5.5169,6.7702,1.3618,5.331,0.5261
TCGA-DD-AACO-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.0841,3.3978,0.6416,3.8856,3.084,3.6323,1.5898,2.17,2.322,3.8063,4.4502,8.5984
GTEX-WHSB-0626-SM-4M1XP,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,2.7181,2.6276,3.9745,5.393,4.2898,4.6938,5.6923,4.3483,5.0435,6.0509,7.0586,1.6736
GTEX-OIZI-1026-SM-3NB1K,GTEX,Normal_GTEx,,Lung,Normal Tissue,2.852,3.4595,2.7225,5.5527,4.8186,5.5635,4.5503,4.7881,5.8465,6.0943,7.0812,2.2296
GTEX-PWN1-2626-SM-2I3FH,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,2.7356,2.5558,4.6299,6.1144,4.4957,4.4356,6.4943,4.6674,4.0687,5.3019,7.1173,2.4542
GTEX-147F4-0006-SM-5O99T,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0566,0.0286,0.0566,0.4436,0.0286,2.1635,0.111,2.2509,0.3448,0.6416,1.6041,0.9855
TCGA-FV-A495-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,1.3618,3.5248,1.903,4.2024,2.4854,2.1985,2.144,2.729,4.0018,1.8797,5.5972,8.589
TCGA-DG-A2KM-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,2.7845,3.0824,5.4046,4.6159,3.3363,5.4896,4.7436,4.8525,4.1416,3.7474,6.254,1.1043
GTEX-13RTK-0326-SM-5RQHS,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,3.2204,2.7698,4.7682,6.527,4.4686,4.5643,5.487,4.0313,4.5267,5.0548,6.5835,3.7708
TCGA-EJ-5521-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.8748,2.1144,1.848,6.2352,3.3219,2.8217,2.3841,5.3816,4.7328,4.6507,5.1823,0.7137
GTEX-1399U-1026-SM-5J1OC,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,4.6293,2.0392,5.2368,6.1102,5.2449,5.4594,4.5916,4.5135,4.4588,4.4449,6.1318,1.2809
TCGA-FG-A6J3-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,0.9782,1.3219,0.774,3.0635,2.6461,2.8298,2.541,2.2048,2.488,6.2372,6.2286,3.8846
GTEX-YJ8O-0226-SM-5S2NL,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.3448,1.2326,2.8933,6.3185,4.2653,3.8349,6.648,4.3688,6.1645,6.2458,7.9725,0.2987
GTEX-Y3I4-0726-SM-4TT7M,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.844,2.9203,3.8639,2.9654,3.9117,5.7774,5.856,3.9855,6.1739,4.61,7.7182,1.0909
TCGA-GM-A2D9-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.0144,1.0286,2.5084,6.4313,0.9411,3.3075,3.5097,2.7866,3.568,3.6554,5.5024,1.1891
